  R.A.         Dec.      Mag     V     SigV
204.84792   -30.77417   12.78   4535    28
204.85833   -35.46694   15.47   19147   68
204.86042   -36.34333   15.50   36756   104
204.86333   -34.18639   15.01   7691    10
204.87667   -35.72944   15.30   15950   13
204.87958   -35.67361   15.99   16009   51
204.88417   -35.56500   15.40   14658   19
204.88667   -32.10417   15.53   6954    34
204.90250   -34.01833   15.13   15268   76
204.90375   -35.66833   15.19   15791   78
204.90375   -32.89306   15.49   12130   9
204.90875   -35.60917   15.80   14529   31
204.92708   -35.81417   15.32   15047   43
204.92875   -35.58694   16.10   14537   38
204.93167   -35.94528   15.49   29346   77
204.93917   -36.44417   16.30   36607   47
204.94083   -35.30361   17.13   11650   78
204.94958   -31.71583   16.00   12889   43
204.95125   -33.65528   14.54   15381   43
204.95167   -33.08389   15.43   15345   135
204.96708   -32.09500   14.73   11627   67
204.97000   -30.53444   16.10   14286   50
204.98292   -31.64000   10.87   404 4
204.99333   -32.59472   0.00    4028    33
204.99500   -28.05139   15.99   14314   70
204.99667   -32.59139   14.16   4028    33
205.00083   -35.83583   15.40   29696   10
205.00292   -29.75361   16.50   22487   83
205.01042   -32.89583   16.20   7364    28
205.01625   -33.06778   15.43   11841   59
205.02000   -31.93444   16.70   11546   108
205.02708   -32.84056   14.56   7254    14
205.03125   -35.64639   16.50   15445   76
205.03875   -31.24056   15.50   14145   146
205.05292   -35.67500   15.70   15638   52
205.05750   -33.92750   14.67   15088   31
205.07000   -30.41389   15.37   15199   76
205.07542   -28.89472   15.02   719 90
205.07958   -28.88611   0.00    720 90
205.08708   -31.70111   16.57   1660    88
205.09292   -35.18944   15.20   16421   39
205.11458   -35.77417   15.20   15764   47
205.12250   -31.51861   16.50   15056   71
205.12625   -33.98833   15.91   14867   61
205.12833   -33.65528   13.54   3920    3
205.13000   -28.54694   14.88   7230    60
205.13208   -33.99083   0.00    14916   30
205.13458   -33.99222   14.95   14928   35
205.14042   -35.67389   15.54   15641   57
205.15875   -33.99083   14.32   14845   27
205.17000   -30.44972   15.57   4496    114
205.17375   -32.30083   14.79   14394   59
205.17708   -30.29694   15.56   11840   45
205.18042   -32.15222   15.70   11784   25
205.18292   -37.03472   14.24   21697   77
205.18750   -31.79000   15.51   11583   57
205.20292   -32.65778   15.00   11425   24
205.20458   -35.91944   16.30   15858   66
205.21667   -28.08889   15.24   10816   48
205.21875   -34.13667   15.99   15579   30
205.22625   -33.67583   15.47   15167   66
205.22875   -28.11306   15.41   10964   61
205.22958   -33.33444   0.00    12155   116
205.23292   -33.33556   14.59   12229   38
205.24708   -36.46361   16.40   21921   112
205.25417   -35.78111   16.20   15663   64
205.26667   -33.17056   16.70   4441    76
205.27208   -34.37278   15.57   15485   98
205.28458   -33.05083   15.40   4470    37
205.28708   -36.11750   16.60   15392   149
205.31750   -35.65500   14.38   15068   85
205.31833   -30.85083   15.35   4519    55
205.33083   -34.37361   15.40   16005   27
205.34542   -31.80000   16.60   11535   91
205.36333   -34.36917   15.08   16013   27
205.36417   -32.00250   15.00   6634    60
205.38000   -32.69417   16.30   15452   52
205.38167   -32.18306   16.30   11669   51
205.38417   -33.93972   17.13   15288   32
205.38667   -34.38139   15.56   16973   66
205.38958   -33.93944   15.39   15161   48
205.39500   -30.56278   15.39   15595   73
205.40125   -31.87972   15.17   11467   39
205.40292   -29.91306   12.60   478 3
205.40792   -29.91889   0.00    478 10
205.40917   -34.12028   15.60   14911   111
205.42000   -34.43278   14.49   15841   44
205.42500   -34.07056   15.76   14610   47
205.44417   -35.87833   14.88   11378   62
205.45583   -33.18500   15.49   11945   65
205.46792   -32.57750   14.76   12074   98
205.47083   -35.19194   15.07   29928   49
205.47875   -32.44333   15.90   11748   43
205.48542   -35.69528   15.22   8789    37
205.48792   -35.69833   0.00    11425   58
205.51458   -34.54167   15.51   14587   26
205.51792   -31.31889   15.80   6973    45
205.52667   -29.60000   16.30   6959    40
205.52750   -30.45111   16.40   11952   78
205.53292   -36.34944   16.94   11474   44
205.53667   -30.76333   13.61   4749    29
205.56042   -31.03722   14.49   4382    8
205.57917   -29.78111   15.52   14476   65
205.59292   -37.19083   14.84   11288   31
205.62125   -34.87750   15.61   4454    51
205.63375   -31.73444   16.40   13073   68
205.65250   -34.87778   15.82   26968   47
205.66417   -37.61694   15.78   10122   76
205.67333   -27.97611   15.94   13858   57
205.67375   -32.31444   16.00   11071   97
205.67750   -33.99556   16.00   5716    28
205.68583   -34.09306   15.87   7543    13
205.68958   -32.16167   16.60   11620   143
205.70792   -36.17250   15.64   21887   155
205.71125   -32.13389   15.66   13325   54
205.72333   -31.12139   15.71   4557    29
205.73208   -34.97139   15.07   16170   50
205.73833   -31.95278   16.60   11540   126
205.74500   -31.88611   14.33   11689   64
205.74708   -33.96861   15.85   15096   30
205.75958   -33.29639   16.30   16281   73
205.80833   -28.47139   15.76   10975   68
205.82167   -29.88833   16.30   23277   51
205.83167   -34.11056   15.60   15073   40
205.84000   -36.32278   15.18   24883   122
205.84417   -28.96778   0.00    8957    27
205.84458   -28.96806   14.54   8924    18
205.85250   -30.36972   15.13   4498    34
205.85792   -33.24667   15.55   12267   97
205.86083   -29.80333   14.31   4653    10
205.87333   -33.28528   16.60   11608   48
205.87417   -29.82250   15.50   23270   72
205.87417   -33.91361   16.31   3996    100
205.87458   -37.64667   15.64   11113   52
205.89083   -36.22944   15.60   17312   69
205.89125   -34.78111   15.08   17030   72
205.90375   -36.41750   14.60   4311    59
205.91083   -32.91806   15.51   4097    8
205.91333   -27.80806   15.24   12231   58
205.93750   -29.87250   16.40   23123   49
205.94375   -35.07500   14.32   14681   71
205.95417   -29.74444   14.46   4123    68
205.97542   -29.83389   15.80   4687    37
205.97625   -35.77111   14.38   11637   28
205.97750   -36.19500   15.99   11298   103
206.03625   -34.34056   14.87   11202   76
206.06333   -34.26111   16.40   11714   93
206.07083   -30.84194   15.91   11257   48
206.07167   -34.10861   15.21   11818   71
206.07333   -27.79167   15.57   13811   110
206.07667   -36.62917   15.81   11498   46
206.08458   -29.12861   15.20   8831    34
206.12500   -28.27778   15.20   11364   104
206.13000   -30.13944   15.22   4922    33
206.13500   -29.93389   0.00    11460   150
206.14958   -29.93333   15.15   11452   120
206.16500   -32.65389   15.53   12438   76
206.17500   -34.01417   14.67   15271   23
206.18208   -35.43389   15.45   37694   72
206.18292   -30.05778   14.96   4521    29
206.18875   -33.60194   14.32   11063   31
206.20125   -36.07444   15.62   11213   66
206.20542   -34.62972   15.24   14660   48
206.20542   -34.23222   16.50   7515    45
206.21333   -32.06639   14.95   11131   49
206.22500   -27.90083   15.49   11011   49
206.23125   -31.38889   14.30   14999   42
206.24625   -34.28278   15.36   15200   43
206.24958   -36.15083   14.56   11060   46
206.26125   -32.89083   15.77   12085   83
206.26208   -35.23333   15.67   17045   66
206.26542   -31.66889   0.00    42870   600
206.26750   -31.63500   14.24   4671    47
206.27375   -29.43889   15.38   14738   56
206.27875   -28.65111   15.91   2469    48
206.30583   -33.67917   15.01   11848   25
206.32292   -32.64667   14.23   9469    41
206.33958   -32.81833   16.60   17003   81
206.34083   -30.01750   14.39   4381    35
206.34292   -32.62139   16.50   9886    82
206.35708   -29.85083   15.91   14846   74
206.36375   -30.22722   14.79   5148    30
206.37125   -36.78306   15.05   7633    80
206.38875   -35.26944   15.79   17237   50
206.39792   -31.89333   15.85   23564   46
206.40417   -30.78667   15.14   22436   72
206.41000   -28.06139   16.20   4446    110
206.41917   -30.85222   15.47   40196   74
206.42042   -29.89389   14.61   4351    64
206.42292   -35.35972   15.68   17363   38
206.45667   -34.03167   15.10   15058   33
206.45708   -37.62167   0.00    10942   0
206.45708   -33.26500   16.70   12598   78
206.48333   -32.22889   15.57   15174   74
206.48833   -33.27556   15.61   11407   65
206.50458   -37.33306   0.00    15731   4
206.50583   -33.74417   14.32   24838   61
206.51167   -30.16833   15.78   4542    80
206.51292   -30.01889   16.70   4527    99
206.54792   -34.49722   15.67   24806   35
206.56500   -32.97333   15.70   11518   42
206.57417   -29.51917   16.33   4472    97
206.57917   -31.76222   14.83   12502   54
206.58917   -29.60000   16.60   14656   102
206.59208   -31.62333   16.00   11397   48
206.59250   -33.17278   15.54   11760   52
206.60417   -29.88833   15.65   11359   64
206.60417   -31.15056   15.70   4121    44
206.60667   -32.66611   15.36   12884   52
206.61792   -28.01639   15.74   24039   109
206.62375   -33.18167   0.00    9455    100
206.62833   -32.47917   15.18   10352   52
206.63792   -30.55000   15.68   14399   69
206.64000   -30.87889   15.02   5190    8
206.64167   -35.20028   15.20   11423   15
206.64750   -28.33583   15.23   2612    94
206.64917   -33.54167   15.40   7521    29
206.65000   -32.83056   0.00    11170   45
206.65417   -32.38639   15.51   15259   55
206.66500   -30.79167   15.40   14781   71
206.67042   -31.58139   15.49   11035   64
206.67583   -32.97556   0.00    10810   45
206.67875   -30.86639   15.89   5092    78
206.69875   -28.64972   15.09   11091   39
206.70000   -33.04333   16.40   12520   100
206.70250   -33.19972   0.00    11090   100
206.70375   -29.75583   14.58   14350   48
206.71875   -30.81111   15.34   11758   105
206.72500   -32.80417   19.95   10970   45
206.72625   -33.04722   16.60   11690   100
206.73000   -33.31750   15.98   11113   157
206.73083   -32.75611   0.00    10310   45
206.74792   -32.87444   0.00    13530   45
206.75292   -33.28028   16.60   10580   5
206.75583   -35.31417   15.23   11453   47
206.76125   -32.48750   15.96   10681   66
206.76208   -37.45861   15.71   11357   50
206.76333   -32.75361   0.00    13230   45
206.77625   -32.82000   0.00    12170   45
206.78042   -32.70250   0.00    13435   45
206.78542   -32.90750   15.76   12304   159
206.78583   -32.85778   0.00    9410    45
206.78833   -33.04139   16.20   13458   58
206.78917   -33.39333   15.44   11518   77
206.79250   -32.95972   0.00    12150   45
206.79375   -32.51556   14.63   11840   52
206.80333   -30.45694   15.49   4088    60
206.80417   -32.90639   0.00    11055   45
206.80458   -33.64472   15.87   13010   70
206.80708   -32.76500   0.00    12170   45
206.81167   -28.33194   14.70   11381   10
206.81250   -32.85722   16.50   12070   45
206.81333   -32.88139   0.00    12270   100
206.81458   -32.81667   0.00    10793   5
206.82000   -33.04028   0.00    11445   45
206.82167   -32.72528   0.00    11295   45
206.82208   -32.86167   0.00    13570   45
206.82667   -36.37444   15.04   10963   66
206.82792   -29.80889   14.25   4550    5
206.82958   -29.09861   15.88   11548   32
206.83167   -33.10333   0.00    13230   100
206.83542   -30.34778   0.00    4350    99
206.83750   -32.92583   0.00    11930   45
206.83792   -30.43250   0.00    3730    50
206.84167   -32.89833   0.00    12090   45
206.84208   -32.38750   16.30   13203   73
206.84417   -33.09639   14.99   11694   49
206.84458   -30.62278   14.13   4127    80
206.84500   -33.60306   15.38   16117   48
206.84583   -30.45833   0.00    4660    0
206.84667   -30.41778   16.00   4310    6
206.84750   -32.76500   0.00    12195   100
206.85125   -32.78083   16.30   12210   45
206.85208   -30.40694   15.13   4386    10
206.85542   -32.93611   15.78   11850   45
206.85875   -30.40917   0.00    4386    10
206.86042   -32.96222   16.50   13320   100
206.86083   -32.94361   0.00    10235   45
206.86167   -32.81694   15.80   9640    100
206.86417   -32.87278   0.00    10880   45
206.86625   -32.84306   0.00    10040   45
206.86625   -32.82917   0.00    10375   0
206.86833   -32.99167   0.00    11630   45
206.86833   -32.99167   0.00    11630   45
206.86833   -32.86500   13.01   11567   9
206.86833   -32.86500   13.01   11567   9
206.87042   -32.86583   0.00    11679   40
206.87083   -32.63639   0.00    10225   45
206.87417   -32.14139   14.30   12689   54
206.87542   -32.91472   0.00    10975   45
206.87917   -33.58889   16.00   11269   12
206.88167   -32.86861   0.00    12730   45
206.89042   -33.04278   16.15   9320    100
206.89167   -32.78667   0.00    10925   45
206.89250   -30.66750   15.36   11952   52
206.90500   -32.75111   16.40   11589   7
206.91458   -30.94889   0.00    4478    14
206.91500   -29.43444   14.71   3834    7
206.91708   -30.93944   12.84   4466    5
206.91750   -32.95528   0.00    12650   45
206.91750   -28.30444   15.25   11107   155
206.92375   -30.35861   14.76   4409    18
206.92792   -32.72417   0.00    10395   100
206.92875   -32.73250   0.00    12440   45
206.92958   -33.19722   15.34   11885   36
206.93417   -34.50528   16.60   4216    42
206.93625   -34.96944   15.38   11504   23
206.94208   -30.33222   0.00    4420    20
206.94292   -30.36611   15.69   3827    88
206.94750   -32.32917   15.21   11678   60
206.95375   -33.29028   16.60   12297   4
206.95583   -29.62472   14.61   11242   81
206.95833   -33.18361   14.92   10328   29
206.97042   -32.46250   14.90   12255   25
206.97125   -32.98389   15.18   11188   7
206.97417   -29.10722   15.86   14756   46
206.97458   -32.73778   0.00    11790   45
206.97958   -33.00806   0.00    11305   45
206.98625   -33.01833   16.43   13880   94
206.99375   -32.86889   15.59   11789   80
207.00042   -30.81167   15.44   4130    60
207.00583   -32.65111   0.00    15350   45
207.00667   -31.81389   15.37   12277   115
207.00917   -33.45083   16.60   15174   18
207.01208   -31.46306   14.92   4862    33
207.01250   -32.81028   0.00    12150   45
207.01500   -32.62944   14.94   10447   60
207.01833   -33.35083   14.35   11901   34
207.02333   -32.74389   0.00    12700   100
207.02542   -32.50944   14.44   11666   55
207.02667   -33.46333   15.85   14889   51
207.02750   -30.53722   15.06   5191    38
207.02833   -33.77306   16.40   11307   68
207.03458   -34.07472   16.60   12209   61
207.03792   -27.71583   15.98   11348   62
207.04625   -30.45194   14.02   4812    26
207.04750   -33.38222   15.70   15499   0
207.04917   -32.78889   15.74   12585   138
207.05375   -29.31889   16.70   3886    32
207.05833   -33.38194   15.50   12205   6
207.05958   -30.73806   15.83   14738   79
207.06125   -30.55111   15.00   4271    2
207.06292   -30.18194   0.00    38790   100
207.06500   -32.23194   0.00    4890    100
207.06583   -32.75278   0.00    11485   45
207.06625   -30.57528   15.31   4238    62
207.06750   -32.23944   14.32   470 60
207.06833   -33.35222   0.00    12022   67
207.06833   -31.77972   15.70   11369   35
207.07500   -32.15306   15.68   29272   73
207.08083   -30.19944   0.00    38823   0
207.08917   -29.98972   15.22   5117    82
207.08958   -29.62639   14.42   4530    26
207.09208   -33.15694   0.00    12210   100
207.10167   -34.68500   15.15   13896   88
207.10375   -32.78528   0.00    11800   45
207.10458   -27.56944   15.96   11118   102
207.10917   -34.83278   16.40   17193   62
207.11042   -33.04611   16.20   5530    40
207.11083   -32.76611   16.50   11260   100
207.11375   -35.89583   14.22   7538    52
207.12375   -29.53194   14.73   4235    160
207.12917   -30.59333   15.61   14649   50
207.13333   -32.71639   0.00    12190   100
207.13750   -35.68583   15.90   30107   78
207.15042   -33.39556   16.60   10705   70
207.15042   -28.60528   16.70   14808   90
207.15208   -30.42861   14.00   4350    10
207.15625   -29.04056   15.89   14697   42
207.16292   -30.81083   14.16   5068    4
207.16500   -30.81500   0.00    5235    24
207.17833   -34.65694   15.29   27740   73
207.17833   -28.56444   15.76   28728   72
207.18250   -30.21750   14.50   5370    10
207.18625   -30.18306   15.72   11833   69
207.18625   -35.80472   16.25   7591    47
207.19125   -37.49639   15.47   11128   83
207.19458   -32.56333   0.00    12430   100
207.20375   -32.11444   15.63   12523   55
207.20458   -31.15528   14.57   5155    3
207.20708   -30.51111   13.05   3586    15
207.20958   -33.15194   0.00    13475   100
207.22500   -30.02722   16.30   8559    28
207.23042   -30.40667   14.47   4681    52
207.24125   -28.42944   16.30   15265   69
207.24167   -32.85722   14.39   11396   42
207.24333   -30.96306   14.93   4597    66
207.24583   -33.41056   14.72   10868   31
207.25125   -33.97000   15.06   11327   35
207.25167   -30.62556   14.68   5068    30
207.26000   -35.60944   15.90   11173   54
207.26208   -29.93694   14.89   4552    57
207.26542   -28.07889   14.85   4883    76
207.27208   -30.29583   12.20   4539    8
207.27292   -32.23444   16.40   12811   64
207.27458   -30.47972   14.48   4157    29
207.27917   -30.81944   14.71   4856    30
207.28083   -28.00472   15.58   4679    26
207.28208   -32.72639   16.00   13900   10
207.28875   -33.09528   15.31   12590   100
207.28917   -31.16500   13.52   5015    27
207.30875   -30.33694   15.75   3800    71
207.31083   -33.18500   15.97   12230   100
207.31750   -29.90194   15.39   4671    68
207.32417   -36.06167   11.03   326 1
207.33000   -30.30944   14.00   4813    15
207.33708   -28.20111   14.56   5000    10
207.33917   -30.31472   0.00    4813    18
207.34833   -28.91889   15.85   14997   70
207.35542   -32.15583   15.55   11477   65
207.35667   -33.61389   15.40   11604   7
207.36292   -30.05083   15.84   11869   91
207.37083   -31.42833   15.30   14777   93
207.38958   -33.06917   14.16   4236    7
207.39917   -30.15639   15.30   4719    61
207.41542   -29.34861   15.12   15212   55
207.43542   -30.13889   14.71   22419   58
207.43917   -32.38111   15.10   11011   7
207.44000   -32.08611   16.40   11843   78
207.45167   -34.86083   16.30   15380   69
207.45250   -30.70694   15.61   4220    30
207.45333   -29.61139   14.31   4280    63
207.46375   -27.51361   14.67   11670   50
207.46417   -35.48306   15.60   28576   122
207.46708   -31.21444   0.00    11670   150
207.47333   -33.28972   15.78   16129   67
207.47500   -34.98194   16.40   13998   87
207.47625   -28.14917   15.55   14513   63
207.47667   -30.45222   16.50   23365   75
207.48292   -30.68111   15.67   12335   136
207.49417   -31.21194   16.60   11662   120
207.49917   -30.39667   16.20   4357    108
207.50042   -36.76361   15.22   30091   89
207.50625   -30.57833   13.57   3718    4
207.50667   -30.22556   15.91   4203    22
207.52208   -32.75778   15.70   11694   48
207.52333   -33.18083   0.00    17700   150
207.53000   -31.25194   14.09   14416   62
207.53792   -33.19028   17.43   17688   120
207.54000   -31.02861   15.06   11776   25
207.54000   -30.75639   15.11   14731   87
207.55042   -35.47778   16.00   11213   69
207.55292   -31.28056   14.71   4649    93
207.55417   -32.87750   16.60   10641   76
207.55708   -33.63083   16.60   11240   92
207.56417   -30.33583   15.80   22737   103
207.56708   -33.07472   14.35   10522   50
207.58042   -30.42333   15.11   5158    30
207.59458   -32.13972   15.47   12267   49
207.63083   -32.67917   15.49   11098   51
207.63458   -37.28889   14.30   141 10
207.63583   -30.04861   14.70   5362    14
207.63917   -31.15139   14.26   11648   65
207.64583   -31.61944   15.70   11845   114
207.64875   -32.22611   15.55   4673    31
207.65750   -32.32111   15.90   4751    57
207.66167   -30.85111   14.69   4294    42
207.66708   -34.32917   16.20   11919   61
207.66875   -35.00639   16.50   14416   41
207.67333   -33.61583   16.60   16781   114
207.67500   -35.91528   14.95   1369    0
207.67667   -32.89500   15.12   11270   37
207.69167   -29.99861   14.77   4265    14
207.71042   -33.22083   16.20   10537   39
207.71250   -31.86139   15.56   11575   64
207.71875   -36.80528   14.66   4137    16
207.72375   -30.28917   14.60   5659    27
207.74625   -27.88694   15.99   15688   30
207.74625   -31.63611   16.70   14053   99
207.76083   -30.94972   15.08   14853   71
207.76250   -34.93972   16.40   15176   119
207.76292   -34.45556   15.23   6697    52
207.76875   -36.08361   15.46   22610   95
207.77333   -31.05222   14.60   14602   59
207.78208   -31.42833   14.98   14720   46
207.78625   -30.77944   13.99   5655    4
207.79375   -33.74806   15.36   12172   71
207.79708   -30.51056   15.89   4753    10
207.81042   -31.76528   15.62   15593   69
207.82625   -33.81972   0.00    1388    10
207.83042   -33.80778   12.50   1388    9
207.83208   -31.14806   13.85   5048    10
207.83542   -31.83722   15.01   15438   66
207.83917   -33.20000   15.90   16139   52
207.84208   -37.62861   14.33   3931    19
207.85542   -28.27306   14.18   4706    56
207.86417   -29.25583   15.90   11834   84
207.87792   -29.85278   14.91   14709   96
207.88208   -32.01917   15.77   29299   114
207.89083   -32.83056   14.80   12525   7
207.91458   -30.48917   13.44   4554    4
207.92167   -30.50194   13.65   4655    31
207.92375   -30.27139   15.96   22321   60
207.93375   -28.24806   14.58   5064    112
207.94167   -29.31917   15.27   14146   38
207.94292   -30.02694   16.40   4908    121
207.94417   -28.90944   15.91   13756   137
207.95125   -28.39194   16.60   4970    120
207.95458   -30.31000   14.25   7036    48
207.96000   -28.44667   0.00    11160   100
207.96708   -28.45944   15.03   11130   107
207.97833   -34.07667   16.36   11064   38
207.98208   -30.05889   15.60   22269   76
207.98667   -29.76472   16.10   4584    51
208.03000   -31.83111   14.39   4409    24
208.03292   -30.45167   14.17   4671    81
208.03292   -32.86222   15.40   11483   42
208.03792   -31.07611   15.66   14569   83
208.05417   -30.71333   16.07   5106    56
208.06375   -29.00389   14.79   13807   81
208.06833   -37.45667   15.34   1640    2
208.08792   -27.89444   14.57   4907    40
208.08958   -32.74444   0.00    67679   49
208.10125   -27.68056   15.90   14782   44
208.10167   -33.69639   0.00    11610   100
208.10167   -34.14389   15.50   4138    75
208.10500   -34.93361   14.68   11464   40
208.10500   -32.93556   16.40   30657   54
208.10667   -35.22972   16.30   12116   51
208.10750   -35.82611   13.98   21934   66
208.12292   -33.69667   0.00    11602   120
208.12750   -27.93972   14.63   14854   54
208.14917   -32.87972   15.80   11302   0
208.15250   -27.87139   16.10   22377   49
208.15583   -28.03556   15.30   15393   85
208.16083   -32.88778   16.40   11162   7
208.16792   -27.93972   0.00    14658   27
208.17875   -32.78944   14.70   11224   29
208.18708   -27.77694   14.70   14360   49
208.19083   -30.30306   16.41   22192   47
208.19167   -29.92972   14.23   4776    3
208.20042   -28.20167   0.00    33821   54
208.20042   -28.21000   16.50   33821   54
208.20250   -31.76500   16.70   15453   43
208.20917   -30.71000   14.60   7257    12
208.20917   -32.40417   15.30   21367   36
208.20917   -32.40417   15.30   21367   36
208.21208   -27.53861   16.60   11444   72
208.21542   -28.80333   15.14   5321    68
208.22208   -28.48944   12.67   4740    6
208.22458   -28.52833   16.60   4983    74
208.22542   -30.85500   15.10   6910    58
208.23125   -28.56667   14.40   14658   73
208.23250   -33.10667   16.60   22757   98
208.23625   -27.90972   15.84   14988   94
208.24667   -28.47056   14.81   4870    38
208.27083   -32.84250   16.10   10896   34
208.27417   -28.79944   14.15   5344    79
208.29000   -30.71278   14.90   6892    27
208.29208   -28.03667   18.10   31178   0
208.29333   -33.03528   16.40   38920   19
208.29583   -33.31833   15.80   11507   55
208.30333   -30.42528   15.76   21992   124
208.30792   -32.94194   15.00   11177   31
208.31667   -27.56917   15.90   11553   45
208.31875   -28.99972   15.17   4621    84
208.32958   -28.65389   16.70   4669    59
208.33583   -30.62583   16.30   11622   47
208.34125   -29.39278   15.58   14887   50
208.34250   -32.06444   16.60   21543   90
208.36625   -27.97444   15.68   15835   93
208.37042   -27.87861   15.24   13576   96
208.37125   -27.51194   16.10   15349   92
208.37583   -35.63000   13.71   11175   70
208.37625   -27.80472   15.90   15528   26
208.38417   -34.11917   12.51   11028   28
208.38458   -35.60889   15.50   11326   52
208.39125   -31.47083   16.09   11392   150
208.39167   -35.08583   16.60   11465   176
208.39500   -31.46222   0.00    11390   150
208.39542   -31.47083   0.00    11392   0
208.39958   -31.47083   16.15   11400   150
208.40250   -30.34250   16.50   21935   77
208.41917   -33.94917   13.34   11107   56
208.43083   -29.48222   16.50   23300   88
208.43167   -29.30667   15.70   4998    38
208.43583   -30.52806   14.98   7056    25
208.45792   -27.85667   15.70   14152   114
208.47250   -35.03333   16.50   10853   146
208.48208   -29.43500   15.05   4358    68
208.48500   -28.10583   16.50   29242   64
208.48750   -27.93583   15.10   15025   25
208.49083   -29.82833   14.75   6923    42
208.49125   -27.62528   14.22   5583    33
208.49333   -29.85944   14.41   6853    27
208.49625   -27.95222   15.34   13819   80
208.50083   -31.08306   15.29   15011   56
208.51292   -27.88389   16.40   26381   82
208.51625   -27.86139   15.91   15408   117
208.52083   -27.78694   15.10   14871   28
208.52875   -35.58000   16.00   14857   54
208.53167   -32.90111   13.43   4397    37
208.53333   -32.90194   0.00    4415    37
208.54583   -32.22722   16.20   12099   52
208.55917   -30.54444   15.78   12827   67
208.56083   -27.84778   14.80   14848   83
208.56208   -27.59250   15.20   11263   39
208.57333   -30.30222   14.82   21993   68
208.57542   -36.92361   13.43   15204   83
208.57792   -34.74528   14.71   14923   24
208.57792   -30.49833   14.75   12620   55
208.57917   -27.74139   16.60   14090   0
208.58542   -32.20694   15.85   12016   56
208.59125   -31.18194   16.30   6934    40
208.60917   -27.87278   14.86   15931   76
208.60917   -33.24889   15.70   5749    109
208.60917   -33.24889   15.70   5749    109
208.61333   -27.83389   14.70   11095   28
208.61458   -28.04722   15.80   15341   38
208.64500   -31.47000   14.93   5685    39
208.65833   -30.90056   16.57   12664   46
208.66167   -27.93028   15.10   14816   52
208.67500   -32.52472   15.52   23230   126
208.69000   -28.86611   16.20   4645    52
208.69917   -29.90944   15.53   21816   63
208.72750   -28.36917   13.87   2521    19
208.73167   -29.13694   14.66   2717    36
208.73375   -31.82583   15.88   14936   58
208.73750   -32.29028   14.31   11385   99
208.73833   -27.70500   15.40   14731   33
208.78292   -29.09583   15.60   13782   60
208.80208   -36.31833   15.03   11929   10
208.80833   -29.34389   16.00   12880   83
208.81792   -28.76306   16.50   2535    78
208.82542   -32.21139   15.91   21456   53
208.84333   -27.68444   0.00    11434   150
208.84458   -27.68611   15.51   11241   28
208.85167   -31.30583   15.88   22978   71
208.89125   -33.90028   14.30   4577    33
208.89625   -28.09889   15.40   11708   32
208.92417   -33.72472   13.94   3688    32
208.95458   -27.68833   14.71   11902   39
208.96167   -28.01333   15.80   13743   9
208.98792   -29.13389   15.11   11387   32
208.99792   -30.34139   12.96   4868    4
208.99833   -34.05972   16.00   3954    41
209.01917   -29.31667   15.76   4623    61
209.02292   -34.35306   0.00    66810   150
209.02458   -29.31000   15.20   4498    70
209.02500   -32.49417   0.00    11610   100
209.03042   -34.07750   0.00    15360   100
209.03042   -28.32694   15.96   30343   118
209.03292   -34.08944   0.00    15349   120
209.03292   -29.04306   16.10   4614    45
209.03917   -27.92139   16.20   14819   43
209.04167   -27.80944   15.90   15156   42
209.04708   -27.60167   17.96   12145   0
209.05042   -32.49583   0.00    11602   120
209.05458   -27.74944   15.10   15123   32
209.06333   -27.59833   14.91   11914   36
209.07042   -34.54028   14.72   3990    40
209.08750   -28.94167   15.50   11300   83
209.08875   -35.18000   15.29   18901   93
209.09292   -34.11611   15.00   4094    75
209.10417   -33.64389   0.00    4317    120
209.11583   -33.06889   15.69   3503    129
209.11917   -33.65250   0.00    4317    120
209.13583   -32.48889   15.96   4512    32
209.14500   -32.62972   14.21   4352    10
209.19000   -31.58556   16.00   24209   93
209.20625   -35.56611   14.20   26685   100
209.21792   -30.89611   15.19   12514   58
209.22458   -35.04389   15.70   10845   119
209.25625   -35.33389   14.75   561 32
209.27333   -36.09611   12.69   10888   62
209.31000   -31.60028   14.47   11137   54
209.32208   -33.39639   15.14   27528   40
209.32667   -28.19444   16.06   5508    10
209.34375   -34.77667   15.59   4200    40
209.34583   -31.24250   15.85   22480   84
209.36500   -33.07833   16.22   27843   59
209.36708   -29.26194   17.80   2639    18
209.36958   -29.39861   18.80   2674    30
209.38292   -28.15361   16.00   11619   112
209.41333   -34.21889   12.80   4267    15
209.43250   -27.76222   16.60   11189   40
209.43375   -34.72667   0.00    22620   150
209.43875   -32.41583   16.50   11098   75
209.43958   -34.74000   16.51   22604   120
209.47458   -31.94306   0.00    56730   100
209.47583   -29.31583   12.63   2663    5
209.48208   -35.91083   16.70   29544   126
209.48917   -34.00889   14.22   4333    28
209.49833   -31.52639   0.00    11250   100
209.50875   -31.53278   15.20   11242   120
209.51208   -27.79611   15.90   11194   81
209.52208   -33.51611   14.72   4333    15
209.52792   -32.61472   15.23   4205    85
209.57708   -30.46694   14.88   11424   55
209.59458   -29.00139   15.60   11383   58
209.60458   -34.51722   13.57   5071    26
209.61625   -31.77611   16.30   4285    7
209.62583   -34.24194   14.48   3965    17
209.63167   -28.71194   15.12   4975    30
209.65250   -30.85250   15.76   4395    22
209.67042   -33.46833   15.29   3986    30
209.67208   -31.05944   0.00    7282    30
209.67583   -31.05611   15.00   7282    30
209.69500   -33.13056   16.16   7299    93
